t_index	 term	df
7968  maketa  1
7969  makeup  1
7970  malaysia  4
7971  malaysian  3
7972  malca  1
7973  malcolm  2
7974  male  2
7975  malevol  4
7976  malfunct  13
7977  malhotra  1
7978  mali  3
7979  malic  2
7980  maliss  1
7981  malivai  1
7982  mall  5
7983  malnourish  1
7984  malnutrit  1
7985  malon  1
7986  maloney  2
7987  mama  1
7988  mamad  2
7989  mamansk  1
7990  mammoth  2
7991  man  202
7992  manag  88
7993  manama  4
7994  mananga  1
7995  manannikova  1
7996  manau  1
7997  manchest  1
7998  mandat  9
7999  mandatori  7
8000  mandela  1
8001  maneuv  27
8002  mangal  1
8003  mangl  12
8004  mangu  1
8005  manhattan  10
8006  manhunt  27
8007  mani  345
8008  mania  3
8009  manifest  1
8010  manifold  1
8011  manind  1
8012  manipul  27
8013  manmad  2
8014  mann  4
8015  manner  15
8016  manorama  1
8017  mansfield  1
8018  mansi  1
8019  mansion  21
8020  mansiz  2
8021  mansoob  1
8022  mansoon  1
8023  mantra  4
8024  manual  2
8025  manuel  5
8026  manufactur  12
8027  maoist  2
8028  map  8
8029  maquiladora  1
8030  mar  20
8031  maradiaga  1
8032  maraniss  1
8033  marat  27
8034  marathon  6
8035  marbella  1
8036  marbl  2
8037  marblehal  1
8038  marburi  1
8039  marc  23
8040  marcela  1
8041  marcelo  2
8042  march  59
8043  marchenko  1
8044  marcher  6
8045  marci  1
8046  marco  7
8047  marg  1
8048  margaret  4
8049  margin  25
8050  margolin  2
8051  mari  27
8052  maria  13
8053  mariam  1
8054  mariana  2
8055  mariano  1
8056  marietta  3
8057  marija  1
8058  marijuana  5
8059  marilyn  4
8060  marin  39
8061  marineborn  1
8062  mario  9
8063  marit  2
8064  maritim  17
8065  marjanov  2
8066  mark  85
8067  market  33
8068  marketplac  2
8069  marko  11
8070  markov  10
8071  marlborough  2
8072  marlen  2
8073  marlin  15
8074  marlton  1
8075  marmian  1
8076  maroon  1
8077  marquez  15
8078  marrero  2
8079  marri  7
8080  marriag  5
8081  marroquin  1
8082  marrow  1
8083  marsha  1
8084  marshal  12
8085  marshallfor  1
8086  marshallreport  1
8087  marta  2
8088  martha  2
8089  marti  1
8090  martial  1
8091  martin  20
8092  martina  40
8093  martinez  8
8094  martyr  3
8095  martz  1
8096  marv  1
8097  marvel  2
8098  marxist  11
8099  maryland  3
8100  masia  1
8101  mask  5
8102  masondixon  3
8103  masonri  11
8104  masquerad  1
8105  mass  38
8106  massachusett  4
8107  massachusettss  1
8108  massacr  6
8109  masseus  1
8110  massi  2
8111  massif  1
8112  massiv  65
8113  mast  1
8114  master  10
8115  masteri  1
8116  mastermind  33
8117  mat  1
8118  match  68
8119  matchup  6
8120  mate  18
8121  materi  42
8122  math  1
8123  mathemat  3
8124  mathewson  2
8125  mathieu  1
8126  matic  4
8127  matt  1
8128  matter  76
8129  matteroffact  1
8130  matthew  8
8131  mattingli  1
8132  mattress  5
8133  matur  2
8134  mauresmo  6
8135  mauricio  1
8136  mauritania  4
8137  mauro  1
8138  mausoleum  3
8139  maxim  2
8140  maximalist  1
8141  maximum  20
8142  maximumsecur  17
8143  may  268
8144  mayb  39
8145  mayhem  3
8146  mayor  30
8147  maze  2
8148  mb  1
8149  mbeki  3
8150  mcalest  3
8151  mcarthur  1
8152  mcauliff  4
8153  mcavoy  1
8154  mccain  5
8155  mccarthi  2
8156  mcclean  1
8157  mcclure  1
8158  mccollum  7
8159  mccomb  1
8160  mcconnel  1
8161  mcdaniel  1
8162  mcdonald  2
8163  mcdoogl  3
8164  mcdougal  12
8165  mcduff  1
8166  mcduge  1
8167  mcenro  2
8168  mcgwire  2
8169  mci  1
8170  mcintosh  1
8171  mcnamara  1
8172  mcveigh  1
8173  md  6
8174  me  56
8175  meager  2
8176  meal  6
8177  mean  99
8178  meaning  2
8179  meant  22
8180  meantim  14
8181  meanwhil  74
8182  measur  69
8183  meat  3
8184  mecca  2
8185  mechan  10
8186  mechanicsvil  3
8187  medal  10
8188  medalist  5
8189  media  68
8190  mediat  16
8191  medic  92
8192  medicar  13
8193  medicin  18
8194  medina  5
8195  medinat  2
8196  mediterranean  6
8197  medium  3
8198  mediumlevel  1
8199  mediumsecur  2
8200  meena  1
8201  meet  171
8202  megaphon  1
8203  meghann  3
8204  megrahi  1
8205  meguid  1
8206  mehta  3
8207  mei  1
8208  mel  67
8209  mela  3
8210  melancholi  1
8211  melbourn  28
8212  mele  7
8213  melissa  6
8214  mell  1
8215  mellman  1
8216  melros  1
8217  melt  3
8218  melvin  4
8219  member  195
8220  membership  4
8221  memento  1
8222  memo  5
8223  memoir  1
8224  memor  4
8225  memorandum  1
8226  memori  58
8227  memphi  1
8228  men  217
8229  menac  1
8230  mend  3
8231  menet  1
8232  mengistu  1
8233  mensch  1
8234  mental  15
8235  mention  37
8236  mentor  1
8237  menu  2
8238  mer  1
8239  merced  3
8240  merchant  6
8241  merci  6
8242  merciless  1
8243  mere  17
8244  merg  3
8245  merger  2
8246  meri  2
8247  merianov  1
8248  merit  13
8249  merlin  1
8250  mermonsk  1
8251  mermosk  1
8252  mern  1
8253  merri  2
8254  mershon  8
8255  mesh  2
8256  mesmer  1
8257  mess  17
8258  messag  44
8259  messeng  1
8260  met  81
8261  metal  32
8262  metalcutt  1
8263  metaledg  1
8264  metallurg  2
8265  metalsl  1
8266  metaphor  3
8267  meteorolog  6
8268  meteorologist  3
8269  meter  2
8270  method  15
8271  methodist  2
8272  methodolog  1
8273  methyl  1
8274  meticul  4
8275  metropolitan  1
8276  mexican  4
8277  mexico  34
8278  mi  2
8279  mia  12
8280  miami  13
8281  miamid  1
8282  miamidad  2
8283  miand  1
8284  micandinov  1
8285  mich  7
8286  michael  45
8287  michal  3
8288  michel  4
8289  michella  1
8290  michigan  18
8291  mickelson  3
8292  mickli  1
8293  microphon  2
8294  microscop  2
8295  micunov  1
8296  mid  5
8297  mid1980  1
8298  mid1990  10
8299  mid1996  1
8300  mid30  1
8301  mid40  1
8302  mid90  1
8303  midafternoon  6
8304  midday  12
8305  middecemb  2
8306  middl  125
8307  middleclass  8
8308  mideast  25
8309  midgulf  1
8310  midmorn  1
8311  midnight  19
8312  midnovemb  2
8313  midoctob  1
8314  midpoint  1
8315  midsect  3
8316  midseptemb  4
8317  midst  7
8318  midstream  1
8319  midway  2
8320  midweek  1
8321  midwest  3
8322  midwestern  1
8323  mif  1
8324  mift  1
8325  mig  1
8326  might  173
8327  mighti  3
8328  migrant  2
8329  migrat  5
8330  miguel  11
8331  mihailova  1
8332  mihajlov  3
8333  miiltari  1
8334  mik  1
8335  mike  22
8336  mikhail  8
8337  mikhailov  1
8338  mikilo  1
8339  miklaszeski  1
8340  miklaszewski  14
8341  miklaszweski  1
8342  milagro  2
8343  milan  10
8344  milanko  1
8345  milanov  2
8346  mild  7
8347  mildli  1
8348  mildr  1
8349  mile  129
8350  mileston  2
8351  milica  2
8352  milit  38
8353  militantli  2
8354  militar  3
8355  militari  281
8356  militarili  8
8357  militarystyl  1
8358  militarytim  1
8359  militia  2
8360  militiamen  1
8361  milivoj  1
8362  milivojev  1
8363  milk  1
8364  milken  17
8365  mill  4
8366  millenni  1
8367  millennium  4
8368  miller  6
8369  millimet  2
8370  million  191
8371  millionair  15
8372  milliondollar  1
8373  milo  3
8374  milosev  134
8375  miloseviccontrol  7
8376  milosov  1
8377  milovan  2
8378  milroy  1
8379  milutin  4
8380  milutinov  9
8381  milwauke  3
8382  min  1
8383  minaret  2
8384  minc  1
8385  mind  36
8386  minder  1
8387  mindset  1
8388  mine  46
8389  minefield  1
8390  mineinfest  1
8391  miner  20
8392  mineremov  1
8393  minesweep  1
8394  ming  1
8395  mingl  3
8396  minh  24
8397  miniatur  1
8398  minim  3
8399  minimum  13
8400  minist  171
8401  ministri  35
8402  minivan  1
8403  minn  3
8404  minneapoli  2
8405  minner  1
8406  minnesota  12
8407  minnesotan  1
8408  minor  39
8409  mint  1
8410  minu  4
8411  minus13  2
8412  minus7  2
8413  minut  92
8414  mira  3
8415  miracl  10
8416  miracul  6
8417  miranda  3
8418  mirco  1
8419  miriam  1
8420  mirjana  9
8421  mirko  2
8422  miroljub  1
8423  miroslav  2
8424  miroslava  2
8425  mirror  3
8426  misappli  2
8427  miscalcul  1
8428  misconduct  1
8429  misconstru  1
8430  miscu  1
8431  misde  2
8432  misdemeanor  8
8433  miser  4
8434  miseri  1
8435  misfir  3
8436  misfortun  1
8437  misguid  1
8438  misha  2
8439  mishandl  6
8440  mishap  1
8441  mishra  1
8442  misinform  2
8443  misl  2
8444  mislead  1
8445  mismanag  3
8446  mismatch  4
8447  misnom  1
8448  mispronounc  1
8449  misrepres  1
8450  misrepresent  1
8451  miss  151
8452  missil  52
8453  mission  55
8454  missionari  3
8455  mississippi  13
8456  missouri  67
8457  missourian  6
8458  missouricolumbia  1
8459  misspel  1
8460  misstat  3
8461  misstep  2
8462  mistak  32
8463  mistaken  3
8464  mistreat  4
8465  mistress  6
8466  mistrust  1
8467  misunderstand  3
8468  misunderstood  4
8469  misus  2
8470  mitch  5
8471  mitchel  7
8472  mitic  2
8473  mitig  5
8474  mitra  1
8475  mitrovica  1
8476  mittman  1
8477  mix  26
8478  mixtur  3
8479  mladic  2
8480  mladjan  3
8481  mo  5
8482  moammar  1
8483  moan  1
8484  mob  27
8485  mobil  17
8486  mock  5
8487  mockeri  1
8488  mode  4
8489  model  12
8490  moder  29
8491  modern  24
8492  modest  7
8493  modifi  6
8494  mofrt  1
8495  mogul  5
8496  moham  24
8497  mohammad  1
8498  mohm  1
8499  mohsen  3
8500  moin  1
8501  molass  1
8502  mold  1
8503  mole  1
8504  molest  1
8505  molotov  1
8506  mom  5
8507  momcilo  1
8508  moment  110
8509  momentbymo  1
8510  moments  1
8511  momentum  12
8512  momir  5
8513  mommi  1
8514  mona  1
8515  monarch  1
8516  monarchi  1
8517  monasteri  1
8518  monday  207
8519  monetari  13
8520  money  110
8521  moneylaund  6
8522  mong  1
8523  monger  1
8524  monica  32
8525  moniqu  1
8526  monitor  15
8527  monopol  1
8528  monoxid  2
8529  monsignor  1
8530  mont  1
8531  montana  9
8532  montecino  5
8533  montelo  1
8534  montenegrin  7
8535  montenegro  23
8536  montesino  41
8537  montesinoss  1
8538  montesseno  1
8539  montgomeri  2
8540  month  261
8541  monthli  1
8542  monthlong  1
8543  monticello  1
8544  montonegro  1
8545  montono  1
8546  montoursvil  1
8547  monument  3
8548  moo  1
8549  mood  19
8550  moolgd  1
8551  moon  1
8552  mooney  1
8553  mooni  1
8554  moor  35
8555  moorin  1
8556  moot  1
8557  mope  1
8558  moral  38
8559  morali  1
8560  morariu  4
8561  moratorium  5
8562  more  45
8563  morelimit  1
8564  moreno  8
8565  moreov  2
8566  moresmo  1
8567  morgan  1
8568  morgu  8
8569  mori  5
8570  morison  1
8571  mork  1
8572  morn  138
8573  moroccan  1
8574  morocco  8
8575  moros  1
8576  morph  1
8577  morrano  1
8578  morri  2
8579  morrisvil  2
8580  mortal  2
8581  mortar  4
8582  morton  3
8583  moscow  79
8584  mosqu  14
8585  mosquito  1
8586  mossad  1
8587  most  10
8588  mostli  45
8589  mostvisit  1
8590  mostwant  7
8591  motahar  1
8592  motel  8
8593  motelapart  1
8594  moth  1
8595  mother  64
8596  motherland  1
8597  motherless  1
8598  motion  11
8599  motiv  19
8600  motley  1
8601  motor  19
8602  motorbik  1
8603  motorcad  11
8604  motorcycl  6
8605  motorist  1
8606  motsak  4
8607  motto  2
8608  mound  11
8609  mount  38
8610  mountain  37
8611  mountainsid  6
8612  mountaintop  1
8613  mourn  21
8614  mourner  12
8615  mourton  1
8616  mouth  4
8617  mouthpiec  3
8618  move  211
8619  movement  37
8620  mover  3
8621  movi  9
8622  moviestar  1
8623  mow  2
8624  moya  10
8625  moynihan  5
8626  moyo  1
8627  mozambiqu  2
8628  mph  16
8629  mr  151
8630  mrclinton  1
8631  ms  4
8632  msnbc  3
8633  msnbccom  2
8634  mtv  1
8635  mubarak  6
8636  much  251
8637  muchawait  1
8638  muchtalkedabout  1
8639  mud  23
8640  mudbrick  2
8641  mudcov  1
8642  muddi  4
8643  muddl  3
8644  mudslid  5
8645  mueller  5
8646  muezzin  1
8647  muffl  3
8648  mug  2
8649  mugab  1
8650  muham  1
8651  muhammad  7
8652  mujahedeen  1
8653  mujahedin  1
8654  mujahid  1
8655  mull  3
8656  mullah  1
8657  mulligan  1
8658  mullin  9
8659  mulshankar  3
8660  multifacet  2
8661  multilingu  1
8662  multimillion  1
8663  multimillionair  3
8664  multimilliondollar  2
8665  multin  4
8666  multiparti  2
8667  multipl  11
8668  multipli  1
8669  multistori  7
8670  multitud  2
8671  mum  2
8672  mumbai  1
8673  munchak  1
8674  mundan  2
8675  munich  1
8676  municip  17
8677  munit  3
8678  muprhi  1
8679  muqbel  1
8680  murder  52
8681  murdoch  1
8682  murk  1
8683  murki  3
8684  murmansk  5
8685  murmosk  1
8686  murousi  1
8687  murphi  21
8688  murray  2
8689  murtza  1
8690  muscl  4
8691  muscular  1
8692  muse  1
8693  museum  7
8694  museummuslim  1
8695  musharraf  4
8696  music  13
8697  musician  2
8698  muslim  58
8699  must  123
8700  mustach  2
8701  muster  1
8702  mustnt  1
8703  mute  9
8704  mutil  2
8705  mutin  1
8706  mutini  7
8707  muttawakil  1
8708  mutter  1
8709  mutual  1
8710  my  26
8711  myakka  1
8712  myasthenia  1
8713  mydan  1
8714  myer  4
8715  myong  2
8716  myself  6
8717  mysteri  17
8718  mystiqu  1
8719  myth  2
8720  mythic  1
8721  n  5
8722  naacp  1
8723  nab  2
8724  nabil  1
8725  nachtig  4
8726  nacion  1
8727  nadejda  1
8728  nader  12
8729  nadia  1
8730  nadler  1
8731  nadu  1
8732  nagel  1
8733  nagl  1
8734  nagyova  3
8735  nailbit  1
8736  nailstud  2
8737  naina  5
8738  nainabehn  1
8739  nairobi  6
8740  nairri  1
8741  naiv  1
8742  naji  1
8743  najjar  1
8744  nake  2
8745  nam  4
8746  namast  1
8747  nambiar  1
8748  name  162
8749  namesak  1
8750  namrata  5
8751  nanci  3
8752  nanni  1
8753  nanuet  1
8754  naoya  1
8755  nap  2
8756  narayan  2
8757  narayanan  1
8758  narbheram  1
8759  narcot  13
8760  narr  1
8761  narrow  28
8762  narrowlan  1
8763  narrowli  9
8764  nasa  1
8765  nasdaq  1
8766  nashvil  7
8767  nasir  1
8768  nasr  1
8769  nassou  2
8770  nasti  1
8771  nastier  1
8772  natalia  1
8773  nath  1
8774  nati  1
8775  nation  331
8776  nationalist  15
8777  nationwid  21
8778  nativ  18
8779  nato  47
8780  natol  1
8781  natta  1
8782  natter  11
8783  natur  48
8784  nauf  1
8785  navajo  4
8786  naval  108
8787  navarro  1
8788  navasota  1
8789  navel  1
8790  navi  230
8791  navig  2
8792  navnirman  1
8793  navrotski  8
8794  navyblu  1
8795  navyl  1
8796  navymen  2
8797  navytown  1
8798  nazi  3
8799  nb  1
8800  nbc  65
8801  nbcnew  1
8802  nc  5
8803  nd  3
8804  ne  1
8805  near  179
8806  nearbi  66
8807  nearest  1
8808  nearli  115
8809  nearmiracul  1
8810  nearsavag  2
8811  neat  4
8812  neatli  1
8813  neb  1
8814  nebojsa  15
8815  nebraska  4
8816  necess  2
8817  necessari  30
8818  necessarili  8
8819  necessit  3
8820  neck  6
8821  neckandneck  3
8822  ned  1
8823  need  210
8824  needi  1
8825  neediest  1
8826  needl  1
8827  neeman  1
8828  neg  12
8829  negat  1
8830  neglect  2
8831  neglig  4
8832  negoti  63
8833  neighbor  83
8834  neighborhood  54
8835  neighborli  5
8836  neither  38
8837  nelli  1
8838  nelson  8
8839  nemesi  4
8840  nemeth  1
8841  nena  1
8842  nenad  10
8843  nenadov  1
8844  nene  1
8845  neocommunist  7
8846  nepal  8
8847  nephew  5
8848  neruda  2
8849  nerv  5
8850  nervou  12
8851  nervous  4
8852  nese  1
8853  ness  1
8854  nest  1
8855  net  81
8856  netherland  15
8857  network  61
8858  neutral  4
8859  nevada  7
8860  never  143
8861  neversayquit  1
8862  nevertheless  9
8863  nevypolneniy  1
8864  new  401
8865  newark  1
8866  newburi  21
8867  newcomb  1
8868  newer  1
8869  newest  6
8870  newfound  2
8871  newli  34
8872  newlyw  2
8873  newport  2
8874  news  346
8875  newscast  7
8876  newscom  1
8877  newslett  4
8878  newsmagazin  1
8879  newspap  58
8880  newspet  2
8881  newsroom  1
8882  newsstand  1
8883  newsweek  3
8884  newswir  1
8885  next  235
8886  nextdoor  2
8887  nextofkin  1
8888  nexttolast  1
8889  nfl  1
8890  ng  2
8891  ngan  1
8892  ngo  2
8893  ngoc  2
8894  nguessan  2
8895  nguyen  4
8896  nhan  1
8897  nhema  1
8898  ni  10
8899  nic  1
8900  nicaragua  3
8901  nice  10
8902  niceti  1
8903  nich  1
8904  nichola  2
8905  nick  4
8906  nicknam  5
8907  nicodem  2
8908  nicol  3
8909  nicola  8
8910  nidal  1
8911  niec  1
8912  nielsen  1
8913  nien  2
8914  nieto  1
8915  nigeria  7
8916  nigerian  1
8917  night  196
8918  nightclub  3
8919  nightfal  3
8920  nightgown  2
8921  nightli  2
8922  nightmar  6
8923  nightmarish  1
8924  nighttim  5
8925  nighttimeincloud  1
8926  nightvis  1
8927  nikit  1
8928  nikol  2
8929  nikola  3
8930  niksic  2
8931  nimesh  1
8932  nin  2
8933  nina  5
8934  nine  37
8935  ninehour  1
8936  ninepag  1
8937  ninepoint  1
8938  ninestori  1
8939  nineti  1
8940  nineyearold  1
8941  nino  1
8942  ninth  20
8943  nip  2
8944  nirmala  1
8945  nissan  3
8946  nitex  2
8947  nitrat  1
8948  nittygritti  1
8949  nixon  17
8950  nj  6
8951  nm  1
8952  nn  1
8953  no  88
8954  nobl  3
8955  nobleman  1
8956  nobodi  39
8957  nod  2
8958  noi  1
8959  nois  6
8960  noisi  1
8961  nolan  1
8962  noman  1
8963  nomin  17
8964  nomine  14
8965  nonchalantli  1
8966  nonclassifi  1
8967  nonclear  1
8968  noncommiss  1
8969  nondiscrimin  1
8970  none  44
8971  nonessenti  3
8972  nonetheless  9
8973  nonexist  5
8974  nongover  1
8975  nongovern  2
8976  nongovernment  1
8977  nonjew  1
8978  nonjewish  1
8979  nonmilitari  1
8980  nonmuslim  1
8981  nonneman  1
8982  nonpartisan  6
8983  nonpolit  2
8984  nonprofit  3
8985  nonsaudi  1
8986  nonsens  1
8987  nonspecif  1
8988  nonstat  1
8989  nonstop  4
8990  nonviol  8
8991  nonword  1
8992  nonyemeni  9
8993  noon  13
8994  norah  1
8995  norfolk  67
8996  norm  3
8997  normal  69
8998  normalci  1
8999  norman  19
9000  north  78
9001  northeast  10
9002  northeastern  6
9003  northern  59
9004  northernbas  3
9005  northup  4
9006  northward  1
9007  northwest  17
9008  northwestern  3
9009  norton  1
9010  norway  14
9011  norwegian  43
9012  norwegianown  1
9013  nose  3
9014  noshow  1
9015  nostalgia  1
9016  not  38
9017  notabl  10
9018  notch  4
9019  note  70
9020  notebook  2
9021  noth  81
9022  notic  19
9023  notif  1
9024  notifi  20
9025  notion  4
9026  notori  6
9027  notorieti  1
9028  notr  2
9029  notwithstand  2
9030  nov  38
9031  novel  2
9032  novelist  2
9033  novemb  34
9034  novi  4
9035  novic  1
9036  novost  1
9037  novosti  3
9038  novot  1
9039  now  405
9040  now200000  1
9041  nowaday  1
9042  nowdefunct  1
9043  nowdemolish  1
9044  nowdisqualifi  2
9045  nowfugit  1
9046  nowher  8
9047  nowoust  3
9048  npr  9
9049  ns  2
9050  ntsb  5
9051  nuanc  1
9052  nuclear  48
9053  nuclearpow  4
9054  nude  1
9055  nudg  3
9056  nuffer  1
9057  null  1
9058  nullifi  9
9059  numb  1
9060  number  145
9061  numer  21
9062  nun  1
9063  nuria  3
9064  nurs  8
9065  nurtur  2
9066  nuvajubhai  1
9067  nw  1
9068  ny  22
9069  o  3
9070  oa  2
9071  oakland  1
9072  oasi  2
9073  oath  13
9074  oathtak  1
9075  oaxa  1
9076  obannon  1
9077  obedi  2
9078  obey  9
9079  obituari  1
9080  object  36
9081  oblig  9
9082  obliqu  1
9083  obliter  2
9084  obrad  1
9085  obradov  3
9086  obrenovac  1
9087  obrien  1
9088  obscen  2
9089  obscur  5
9090  observ  45
9091  observatori  1
9092  obsess  2
9093  obstacl  14
9094  obstinaci  1
9095  obstruct  3
9096  obstructionist  1
9097  obtain  61
9098  obviou  12
9099  obvious  46
9100  obyazatelstv  1
9101  occas  19
9102  occasion  14
9103  occup  9
9104  occupi  16
9105  occur  67
9106  ocean  13
9107  ochoa  3
9108  oclock  2
9109  oconnel  1
9110  oct  112
9111  octob  75
9112  octopu  3
9113  odd  10
9114  odeh  1
9115  odium  1
9116  odlon  1
9117  odolon  1
9118  odonnel  3
9119  of  18
9120  off  30
9121  offbal  1
9122  offcamera  1
9123  offenc  1
9124  offend  13
9125  offens  16
9126  offer  128
9127  offic  364
9128  offici  496
9129  offpost  1
9130  offseason  2
9131  offshoot  1
9132  offshor  12
9133  offthecuff  1
9134  ofici  1
9135  often  62
9136  oftenthuggish  2
9137  ofussia  1
9138  ogen  1
9139  ognjen  1
9140  oh  14
9141  ohio  9
9142  oik  1
9143  oil  43
9144  oilconsum  1
9145  oildril  1
9146  oiler  2
9147  oilfield  1
9148  oili  4
9149  oilproduc  2
9150  oilrich  3
9151  oiltrad  1
9152  ojdan  3
9153  ok  15
9154  okay  8
9155  okaz  1
9156  okeef  1
9157  okla  2
9158  oklahoma  13
9159  oklia  1
9160  old  78
9161  olden  1
9162  older  9
9163  oldest  9
9164  oldfashion  1
9165  oldstyl  1
9166  oldtim  1
9167  oleg  2
9168  olga  3
9169  oliv  4
9170  oliva  2
9171  olivegreen  1
9172  olivera  5
9173  olivo  1
9174  oloroc  1
9175  olsen  3
9176  olson  1
9177  olymp  16
9178  olympia  3
9179  olympian  1
9180  om  1
9181  omah  1
9182  oman  4
9183  omar  9
9184  ombudsman  4
9185  omen  3
9186  omin  2
9187  omiss  2
9188  omit  2
9189  omnivor  1
9190  on  56
9191  onal  1
9192  onboard  4
9193  onc  10
9194  oncebustl  1
9195  oncedomin  1
9196  onceformid  2
9197  oncefriendli  1
9198  oncemargin  1
9199  oncepow  2
9200  oncepromin  3
9201  oncourt  2
9202  one  590
9203  onebyon  1
9204  oneday  5
9205  onehour  2
9206  oneil  5
9207  oneinch  1
9208  oneparti  1
9209  onequart  3
9210  oneroom  1
9211  onesid  1
9212  onetenth  1
9213  onethird  3
9214  onetim  20
9215  onevot  1
9216  oneway  1
9217  oneyear  1
9218  ong  1
9219  ongo  14
9220  onkar  1
9221  onli  8
9222  onlin  1
9223  onlook  9
9224  onscen  1
9225  onsit  1
9226  onslaught  1
9227  onto  50
9228  onward  1
9229  op  1
9230  opec  1
9231  open  268
9232  openair  7
9233  openfront  2
9234  openli  16
9235  openspac  1
9236  oper  161
9237  opera  2
9238  opinion  23
9239  oppon  75
9240  opportun  30
9241  oppos  42
9242  opposit  186
9243  oppositioncontrol  5
9244  oppositionl  1
9245  oppositionrun  2
9246  opt  5
9247  optic  2
9248  optim  4
9249  optimist  12
9250  option  39
9251  opul  3
9252  or  4
9253  oracl  1
9254  oral  1
9255  orang  9
9256  orangereddish  1
9257  orano  1
9258  orat  2
9259  oratori  1
9260  orbit  1
9261  orchard  1
9262  orchestr  4
9263  ordeal  5
9264  order  131
9265  orderli  6
9266  ordin  1
9267  ordinari  16
9268  ordnanc  7
9269  ore  5
9270  oregon  10
9271  oregonstyl  1
9272  oreman  1
9273  organ  115
9274  organiz  2
9275  orgi  1
9276  orient  5
9277  origin  46
9278  orissa  1
9279  orlando  4
9280  orlean  1
9281  orphan  1
9282  orrin  2
9283  ort  1
9284  ortega  2
9285  ortel  1
9286  orthodox  17
9287  orthoped  1
9288  ortiz  3
9289  osama  84
9290  oscar  5
9291  oshima  3
9292  oshman  6
9293  oskinoff  1
9294  oslo  2
9295  osprey  1
9296  osseo  1
9297  ostentati  1
9298  osteochondrosi  1
9299  ostrichlik  1
9300  other  216
9301  otherwis  22
9302  otpor  2
9303  ottoman  5
9304  ouattara  30
9305  oui  1
9306  ould  1
9307  ouof  1
9308  our  20
9309  ourselv  6
9310  oust  51
9311  ouster  9
9312  out  122
9313  outboard  3
9314  outbreak  6
9315  outburst  3
9316  outclass  1
9317  outcom  46
9318  outcri  1
9319  outdoor  4
9320  outer  11
9321  outfit  6
9322  outgo  9
9323  outgrowth  2
9324  outgun  1
9325  outing  1
9326  outlast  4
9327  outlaw  8
9328  outlay  1
9329  outlet  4
9330  outli  1
9331  outlin  8
9332  outliv  1
9333  outmaneuv  3
9334  outmod  1
9335  outnumb  3
9336  outofst  2
9337  outplay  1
9338  outpol  16
9339  outpost  1
9340  outpour  5
9341  output  2
9342  outrag  21
9343  outrais  1
9344  outreach  1
9345  outright  21
9346  outserv  1
9347  outset  4
9348  outsid  175
9349  outskirt  4
9350  outsmart  3
9351  outspend  1
9352  outspent  3
9353  outspoken  4
9354  outstand  2
9355  outster  1
9356  outstrip  1
9357  outtara  1
9358  outvot  1
9359  outward  3
9360  outwardli  1
9361  outweigh  2
9362  oval  4
9363  ovat  1
9364  over  42
9365  overabund  1
9366  overal  6
9367  overbil  1
9368  overboard  2
9369  overcam  8
9370  overcom  13
9371  overconfid  3
9372  overcrowd  1
9373  overdo  1
9374  overdu  1
9375  overec  1
9376  overestim  1
9377  overextend  1
9378  overflow  4
9379  overh  1
9380  overhaul  3
9381  overhead  13
9382  overjoy  1
9383  overlap  1
9384  overli  2
9385  overload  3
9386  overlook  8
9387  overnight  25
9388  overpaid  1
9389  overpow  17
9390  overreact  1
9391  overrid  3
9392  overrul  1
9393  overrun  2
9394  oversaw  5
9395  overse  29
9396  oversea  25
9397  overshadow  10
9398  oversight  1
9399  overst  2
9400  overstay  1
9401  overstep  1
9402  overt  3
9403  overtak  2
9404  overtaken  1
9405  overthrew  5
9406  overthrow  9
9407  overthrown  4
9408  overtim  2
9409  overtli  1
9410  overton  1
9411  overtook  1
9412  overtur  2
9413  overturff  1
9414  overturn  16
9415  overwhelm  27
9416  overwhelmingli  2
9417  overwrought  1
9418  overzeal  2
9419  owe  12
9420  owen  9
9421  own  31
9422  owner  20
9423  ownership  1
9424  oxfam  1
9425  oxygen  1
9426  oyanguren  1
9427  p  7
9428  pa  18
9429  pabl  2
9430  pac  1
9431  pace  10
9432  pacif  15
9433  pack  32
9434  packag  4
9435  pact  7
9436  paddi  12
9437  paddl  1
9438  padella  1
9439  padlock  1
9440  pae  2
9441  page  23
9442  pageantri  2
9443  pager  1
9444  paid  30
9445  paig  1
9446  pain  31
9447  painstak  3
9448  painstakingli  3
9449  paint  11
9450  painter  1
9451  pair  20
9452  pajama  1
9453  pajoli  1
9454  pakistan  30
9455  pakistani  8
9456  palac  24
9457  palacio  2
9458  palanka  3
9459  pale  2
9460  palestin  11
9461  palestinian  46
9462  palestinianisra  4
9463  palestinianyemeni  1
9464  pall  2
9465  pallbear  1
9466  palm  4
9467  palmer  7
9468  palmsiz  1
9469  paltri  1
9470  pamper  1
9471  pamphlet  3
9472  pan  4
9473  panama  24
9474  panamanian  1
9475  panamerican  4
9476  panamericana  1
9477  panchal  1
9478  pandya  14
9479  paneagua  2
9480  panel  16
9481  paniagua  35
9482  panic  15
9483  panick  8
9484  panicstricken  1
9485  pant  1
9486  pantap  1
9487  panther  1
9488  pantsuit  1
9489  paola  3
9490  papandr  2
9491  paper  24
9492  paperwork  2
9493  parachut  1
9494  parad  21
9495  paradigm  1
9496  paradox  1
9497  parafinanci  2
9498  paraguay  3
9499  parallel  6
9500  paralys  1
9501  paralyz  1
9502  paramed  2
9503  paramilitari  10
9504  paranoia  3
9505  paranoiac  1
9506  paraphras  1
