t_index	 term	df
9507  parapleg  2
9508  parapolic  2
9509  parascientif  1
9510  pardon  91
9511  parent  60
9512  pari  9
9513  pariah  5
9514  parikh  1
9515  parishion  3
9516  park  48
9517  parlanc  3
9518  parlett  1
9519  parliament  58
9520  parliamentari  6
9521  parliamentarian  1
9522  parlor  1
9523  parmar  1
9524  parodi  1
9525  parol  16
9526  part  240
9527  parth  2
9528  parti  186
9529  partial  11
9530  particip  60
9531  particular  31
9532  particularli  41
9533  partisan  3
9534  partisanship  2
9535  partit  2
9536  partli  10
9537  partner  41
9538  partnership  5
9539  parvail  1
9540  pasariavich  1
9541  pascagoula  6
9542  pascual  2
9543  paso  10
9544  pasriavach  1
9545  pasriavich  1
9546  pasricha  1
9547  pass  82
9548  passag  7
9549  passageway  1
9550  passeng  5
9551  passion  10
9552  passiv  2
9553  passport  9
9554  past  140
9555  pasta  1
9556  pastim  1
9557  pastri  2
9558  pastur  1
9559  pat  13
9560  pataki  1
9561  patch  4
9562  patel  10
9563  patera  1
9564  patern  2
9565  path  17
9566  pathway  1
9567  patienc  5
9568  patient  19
9569  patriarch  1
9570  patricia  8
9571  patrick  55
9572  patriot  4
9573  patrol  20
9574  patron  1
9575  patronag  2
9576  patt  1
9577  patten  3
9578  pattern  12
9579  patti  6
9580  paubl  1
9581  pauciti  1
9582  paul  25
9583  paula  2
9584  pauli  1
9585  paus  8
9586  paval  1
9587  pave  7
9588  pavel  13
9589  pavelo  1
9590  pavement  4
9591  pavkov  9
9592  pavl  1
9593  pay  46
9594  payback  1
9595  paycheck  2
9596  payment  14
9597  payn  2
9598  payout  1
9599  payton  1
9600  pb  3
9601  pcp  1
9602  pdci  6
9603  peac  112
9604  peacekeep  7
9605  peacemak  2
9606  peacetre  1
9607  peachcolor  1
9608  peak  1
9609  pearl  1
9610  pearland  2
9611  peas  3
9612  peasant  4
9613  peddl  10
9614  peddler  1
9615  pedestrian  3
9616  pedro  1
9617  peduca  1
9618  peek  1
9619  peer  3
9620  pejor  1
9621  pelev  1
9622  pelki  7
9623  pelt  4
9624  peltier  12
9625  pelvi  1
9626  pen  4
9627  pena  1
9628  penal  4
9629  penalti  19
9630  pencil  1
9631  pend  11
9632  penetr  7
9633  peng  2
9634  peninsula  43
9635  penitentiari  3
9636  penn  3
9637  pennsylvania  27
9638  pension  3
9639  pent  1
9640  pentag  1
9641  pentagon  125
9642  peopl  483
9643  pepper  3
9644  per  7
9645  perceiv  10
9646  percent  97
9647  percentag  12
9648  percept  3
9649  perch  6
9650  percol  1
9651  perdu  3
9652  perelman  1
9653  perez  13
9654  perezpena  1
9655  perfect  14
9656  perfectli  2
9657  perform  28
9658  pergram  1
9659  perhap  56
9660  peril  5
9661  perimet  2
9662  period  43
9663  peripher  1
9664  peris  1
9665  perish  9
9666  perjuri  6
9667  perk  1
9668  perman  15
9669  permiss  3
9670  permit  21
9671  perpetr  8
9672  perpetu  1
9673  persecut  10
9674  persever  3
9675  persian  66
9676  persiangulf  2
9677  persist  10
9678  person  110
9679  personifi  2
9680  personnel  60
9681  perspect  10
9682  persuad  27
9683  persuas  1
9684  pertain  1
9685  peru  62
9686  peruano  1
9687  perufujimori  1
9688  perus  1
9689  peruvian  50
9690  peruvianborn  1
9691  pervas  1
9692  pervers  1
9693  pervez  4
9694  peshawar  1
9695  pessag  1
9696  pessim  2
9697  pessimist  1
9698  pet  2
9699  pete  38
9700  peter  26
9701  petersberg  1
9702  petersburg  8
9703  petersen  2
9704  peterson  10
9705  petier  1
9706  petit  16
9707  petn  1
9708  petrova  1
9709  petti  6
9710  pew  2
9711  pezzor  2
9712  pham  3
9713  pharmaceut  4
9714  pharmaci  2
9715  phase  8
9716  phasedarray  1
9717  phenomenon  3
9718  pherchevia  1
9719  phieu  7
9720  phil  2
9721  philadelphia  3
9722  philanthrop  3
9723  philanthropi  4
9724  philanthropist  1
9725  philharmon  1
9726  philip  12
9727  philippin  3
9728  phillip  1
9729  philosophi  3
9730  phoenix  3
9731  phone  61
9732  phonein  2
9733  phonet  1
9734  phoni  2
9735  photo  24
9736  photograph  25
9737  phrase  6
9738  phylli  1
9739  physic  30
9740  physician  5
9741  pick  60
9742  pickax  1
9743  picket  5
9744  pickup  10
9745  picnic  2
9746  picnicstyl  1
9747  pictur  34
9748  picturetak  1
9749  piec  47
9750  piecem  1
9751  pier  8
9752  pierc  11
9753  pierr  1
9754  pietropaoli  1
9755  pig  5
9756  piggyback  2
9757  pike  1
9758  pile  24
9759  pilfer  1
9760  pilgrim  2
9761  pillar  16
9762  pillori  3
9763  pillow  1
9764  pillowcas  1
9765  pilot  28
9766  pin  9
9767  pincu  3
9768  pine  9
9769  pink  4
9770  pinkish  1
9771  pinochet  1
9772  pinpoint  2
9773  piolin  6
9774  pioneer  2
9775  pipe  6
9776  pipelin  6
9777  piper  1
9778  pistol  8
9779  pit  17
9780  pitch  8
9781  pitchblack  1
9782  pitkowski  1
9783  pittman  1
9784  pittsburg  2
9785  pittsburgh  3
9786  pivot  6
9787  pizza  2
9788  pj  11
9789  placard  1
9790  placardwav  2
9791  placat  2
9792  place  216
9793  plagu  10
9794  plain  4
9795  plainli  1
9796  plaintiff  1
9797  plaintiv  2
9798  plan  247
9799  planc  1
9800  plane  125
9801  planeload  9
9802  planner  2
9803  plant  19
9804  plantat  4
9805  planter  1
9806  plaster  2
9807  plastic  29
9808  plate  11
9809  plateau  3
9810  platform  19
9811  platt  1
9812  play  131
9813  player  53
9814  playoff  1
9815  playwright  2
9816  plaza  2
9817  plea  16
9818  plead  31
9819  pleas  27
9820  pleasur  8
9821  plebiscit  2
9822  pled  2
9823  pledg  68
9824  plenti  7
9825  pli  1
9826  plight  3
9827  plot  25
9828  plotnikov  2
9829  plotter  2
9830  plow  2
9831  ploy  1
9832  plu  19
9833  pluck  3
9834  plug  2
9835  plum  5
9836  plume  3
9837  plummet  6
9838  plung  13
9839  plural  1
9840  plush  1
9841  plust  1
9842  pm  57
9843  pneumat  2
9844  po  1
9845  pock  1
9846  pocket  20
9847  pocketbook  1
9848  podesta  1
9849  podgarica  1
9850  podgorica  3
9851  podium  3
9852  poet  1
9853  poignanc  1
9854  poignant  6
9855  point  183
9856  pointblank  1
9857  pointedli  1
9858  pointless  2
9859  pois  6
9860  poison  7
9861  poke  2
9862  poker  1
9863  poland  4
9864  polar  2
9865  pole  7
9866  polic  212
9867  policeman  14
9868  policemen  14
9869  polici  94
9870  policymak  3
9871  polish  3
9872  polit  229
9873  politburo  1
9874  politi  1
9875  politic  3
9876  politica  1
9877  politician  42
9878  politika  5
9879  poll  64
9880  pollard  6
9881  pollincen  1
9882  pollster  4
9883  pollut  3
9884  polo  1
9885  pomp  1
9886  pompfil  1
9887  ponchevo  1
9888  poncho  3
9889  ponder  2
9890  pondicherri  2
9891  pontiac  1
9892  ponytail  5
9893  pooh  1
9894  poohpooh  1
9895  pool  9
9896  poor  24
9897  poorer  2
9898  poorest  4
9899  poorli  6
9900  pop  1
9901  popcultur  1
9902  pope  64
9903  popov  4
9904  popul  48
9905  popular  94
9906  popularli  1
9907  populist  7
9908  por  1
9909  porch  2
9910  porou  1
9911  porridg  1
9912  port  171
9913  portabl  2
9914  portbas  3
9915  porter  3
9916  porterag  1
9917  portion  13
9918  portland  7
9919  portman  1
9920  portrait  5
9921  portray  11
9922  portsid  5
9923  portsmouth  5
9924  portuguesespeak  5
9925  pose  25
9926  posh  2
9927  posit  111
9928  possess  17
9929  possibl  236
9930  post  69
9931  postal  2
9932  postcard  1
9933  postcold  1
9934  postcommunist  1
9935  postdeb  3
9936  postdisast  1
9937  postdispatch  5
9938  postelect  4
9939  poster  10
9940  postfox  1
9941  posthum  7
9942  postindepend  1
9943  postmatch  2
9944  postmilosev  1
9945  postmortem  3
9946  postpon  13
9947  postquak  2
9948  postsoviet  1
9949  postspeech  1
9950  posttito  1
9951  posttourna  1
9952  posttraumat  4
9953  postur  4
9954  postwar  2
9955  pot  2
9956  potato  1
9957  potatopeel  1
9958  potent  3
9959  potenti  50
9960  pothol  1
9961  potray  1
9962  potter  1
9963  pouch  2
9964  poultri  2
9965  pounc  1
9966  pound  25
9967  pour  39
9968  povel  1
9969  poverti  19
9970  povertystricken  1
9971  pow  7
9972  powel  9
9973  power  323
9974  powerbrok  1
9975  powerhous  1
9976  powerless  2
9977  powmia  4
9978  poynter  1
9979  pozarevac  5
9980  practic  39
9981  praddo  1
9982  pradeep  1
9983  pradesh  4
9984  pragmat  4
9985  pragna  1
9986  pragu  1
9987  prais  28
9988  prakash  1
9989  pramod  1
9990  prankster  1
9991  prateek  1
9992  pratt  2
9993  pravda  1
9994  pray  23
9995  prayer  20
9996  preach  3
9997  precari  2
9998  precaut  34
9999  precautionari  6
10000  preced  10
10001  precinct  5
10002  preciou  4
10003  precipit  3
10004  precis  19
10005  preclud  1
10006  precondit  3
10007  predat  3
10008  predawn  4
10009  predecessor  7
10010  predgrag  4
10011  predica  1
10012  predict  55
10013  predominantli  1
10014  predrag  1
10015  preelect  3
10016  preempt  1
10017  prefabr  1
10018  prefer  17
10019  pregam  1
10020  pregnanc  1
10021  pregnant  5
10022  prejud  1
10023  prejudg  2
10024  prejudic  1
10025  preliminari  24
10026  prelud  2
10027  prematur  5
10028  premedit  6
10029  premis  2
10030  premium  1
10031  premonit  1
10032  preoccupi  2
10033  preordain  2
10034  prepackag  1
10035  prepar  128
10036  preparatori  1
10037  preplan  4
10038  preposit  2
10039  prerog  2
10040  presag  3
10041  prescrib  3
10042  prescript  10
10043  presenc  36
10044  present  61
10045  preserv  13
10046  presevo  1
10047  presid  547
10048  presiden  1
10049  presidentelect  20
10050  presidenti  220
10051  press  120
10052  pressman  1
10053  pressur  74
10054  prestig  1
10055  prestigi  1
10056  presum  35
10057  presumpt  1
10058  preteen  1
10059  pretend  5
10060  pretext  2
10061  pretti  42
10062  prevail  21
10063  prevent  58
10064  preview  2
10065  previou  31
10066  previous  27
10067  pri  15
10068  prianka  1
10069  pribicev  1
10070  price  31
10071  pricefix  1
10072  pricey  1
10073  pride  13
10074  priest  14
10075  primari  15
10076  primarili  1
10077  prime  117
10078  primit  1
10079  princ  8
10080  princeton  2
10081  princip  6
10082  principl  19
10083  prinosil  2
10084  print  5
10085  prior  15
10086  prioriti  40
10087  priscilla  1
10088  prisilla  1
10089  prison  142
10090  prissila  1
10091  pristavkin  4
10092  pristina  5
10093  privaci  4
10094  privat  58
10095  privatesector  1
10096  privi  1
10097  privileg  9
10098  priyanka  1
10099  prize  12
10100  pro  7
10101  proactiv  2
10102  probabl  63
10103  probat  5
10104  probe  32
10105  probiti  1
10106  problem  99
10107  problemat  4
10108  proce  5
10109  procedur  31
10110  proceed  24
10111  process  100
10112  procession  1
10113  proclaim  16
10114  procrimin  1
10115  prod  2
10116  prodemocraci  12
10117  prodemocrat  1
10118  prodigi  1
10119  produc  33
10120  product  14
10121  prof  1
10122  profess  2
10123  profession  15
10124  professor  33
10125  professori  1
10126  profil  24
10127  profit  13
10128  profootbal  1
10129  profound  3
10130  progbagbo  1
10131  progeni  1
10132  progenitor  1
10133  progovern  1
10134  program  51
10135  progress  35
10136  prohibit  7
10137  proiraqi  1
10138  proisrael  2
10139  project  26
10140  projectil  1
10141  prokremlin  1
10142  prokuplj  1
10143  prolifer  1
10144  prolong  8
10145  promila  3
10146  promilosev  10
10147  promin  20
10148  promis  103
10149  promot  28
10150  prompt  46
10151  promptli  4
10152  prone  3
10153  pronounc  12
10154  proof  11
10155  proouattara  2
10156  prop  2
10157  propag  1
10158  propaganda  19
10159  propalestinian  4
10160  prope  1
10161  propel  5
10162  propens  1
10163  proper  12
10164  properli  4
10165  properti  12
10166  prophet  2
10167  propon  2
10168  proport  3
10169  proportion  1
10170  propos  27
10171  proposit  7
10172  proprietor  1
10173  propuls  7
10174  proscrib  2
10175  prosecut  33
10176  prosecutor  61
10177  prospect  22
10178  prosper  30
10179  prosperi  1
10180  prostat  2
10181  prote  1
10182  protect  87
10183  protectionist  1
10184  protector  2
10185  protest  130
10186  protestor  9
10187  protic  1
10188  protract  5
10189  proud  15
10190  proudli  2
10191  prove  46
10192  proven  12
10193  provid  98
10194  providian  1
10195  provinc  30
10196  provis  7
10197  provision  4
10198  provoc  4
10199  provok  16
10200  prow  1
10201  prowestern  7
10202  prowl  1
10203  proxi  4
10204  prudenc  2
10205  prudent  6
10206  psychiatrist  1
10207  psychic  1
10208  psycholog  4
10209  psychologist  3
10210  psychosi  1
10211  ptt  1
10212  public  159
10213  publicist  1
10214  publicli  27
10215  publictransport  2
10216  publish  34
10217  puddl  1
10218  pueblo  2
10219  puerto  2
10220  puff  1
10221  puffedup  2
10222  pug  1
10223  pull  126
10224  pulpit  1
10225  puls  6
10226  pulver  1
10227  pumahambo  1
10228  pummel  1
10229  pump  10
10230  pumpkincolor  1
10231  punch  12
10232  punctuat  6
10233  punctur  9
10234  puni  1
10235  punish  48
10236  punit  2
10237  puppet  6
10238  purchas  22
10239  purdum  1
10240  pure  7
10241  purebr  2
10242  purg  3
10243  purif  3
10244  purifi  1
10245  purist  1
10246  puritan  1
10247  puriti  1
10248  purpl  4
10249  purport  1
10250  purpos  20
10251  purs  1
10252  pursu  36
10253  pursuit  1
10254  push  66
10255  pushpol  1
10256  put  185
10257  putaway  1
10258  putin  71
10259  putsch  3
10260  puttputtputt  1
10261  puzzl  8
10262  pyno  1
10263  pyongyang  1
10264  pyramid  1
10265  pyre  9
10266  qaeda  3
10267  qaida  1
10268  qatar  15
10269  qazi  1
10270  quak  89
10271  quakecrippl  1
10272  quakedamag  1
10273  quakeravag  1
10274  quakestricken  1
10275  quaketrigg  3
10276  qualif  4
10277  qualifi  18
10278  qualiti  6
10279  quang  2
10280  quantit  1
10281  quantiti  7
10282  quantum  5
10283  quarantin  1
10284  quarrelsom  2
10285  quarten  1
10286  quarter  26
10287  quarterback  1
10288  quartercenturi  1
10289  quarterdeck  2
10290  quarterfin  26
10291  quarterfinalist  4
10292  quartermil  1
10293  quartet  1
10294  quash  1
10295  quasi  1
10296  qud  1
10297  queen  3
10298  quell  4
10299  queri  1
10300  quest  1
10301  question  213
10302  questionandansw  4
10303  queue  1
10304  quick  34
10305  quicker  3
10306  quickey  1
10307  quickli  76
10308  quickrespons  1
10309  quid  1
10310  quiet  14
10311  quieter  2
10312  quietli  13
10313  quietud  1
10314  quigley  5
10315  quill  1
10316  quinci  3
10317  quinn  11
10318  quip  1
10319  quit  62
10320  quiver  1
10321  quiz  2
10322  quizz  1
10323  quo  1
10324  quorum  2
10325  quot  44
10326  quotat  1
10327  quotear  1
10328  quotient  1
10329  quow  1
10330  quran  2
10331  r  16
10332  ra  1
10333  rabitah  1
10334  racak  1
10335  race  101
10336  racebait  1
10337  racial  4
10338  racicot  1
10339  racism  1
10340  racist  1
10341  rack  2
10342  racket  29
10343  rackham  1
10344  rad  1
10345  radar  9
10346  radardeflect  1
10347  radavan  1
10348  raddatz  1
10349  rade  2
10350  radford  1
10351  radiat  3
10352  radic  24
10353  radicor  1
10354  radio  72
10355  radioact  1
10356  radioprograma  7
10357  radoman  3
10358  radov  2
10359  radovan  3
10360  rafael  2
10361  rafiq  1
10362  raft  2
10363  rafter  27
10364  raftogi  3
10365  rag  6
10366  rage  12
10367  rahman  2
10368  raid  8
10369  rail  2
10370  railroad  5
10371  railway  6
10372  rain  26
10373  raincoat  2
10374  raini  8
10375  rainsoak  1
10376  rainstain  1
10377  rainstorm  2
10378  rais  87
10379  raj  1
10380  rajan  1
10381  rajasthan  4
10382  rajat  3
10383  rajendrakumar  1
10384  rajesh  3
10385  rala  1
10386  ralli  126
10387  ralph  10
10388  ram  9
10389  rama  1
10390  ramadan  3
10391  ramallah  4
10392  rambhai  3
10393  rambo  4
10394  ramesh  3
10395  ramirez  5
10396  ramiy  1
10397  ramo  1
10398  ramp  6
10399  rampag  6
10400  rampal  1
10401  rampant  10
10402  ramshackl  1
10403  ramstein  20
10404  ran  39
10405  ranad  3
10406  ranch  3
10407  rancher  1
10408  rancor  3
10409  rand  1
10410  randi  19
10411  random  6
10412  rang  43
10413  rangel  1
10414  ranger  1
10415  rank  31
10416  rann  1
10417  ransom  3
10418  rap  1
10419  rape  8
10420  rapid  9
10421  rapidli  13
10422  rapist  14
10423  rapproch  4
10424  raquel  2
10425  rare  54
10426  rarer  1
10427  rariti  1
10428  rariz  2
10429  rash  1
10430  rashad  1
10431  rashid  2
10432  rasik  1
10433  rat  3
10434  rate  15
10435  rath  1
10436  rather  63
10437  rathod  1
10438  ratif  1
10439  ratifi  4
10440  ration  4
10441  rational  1
10442  ratko  2
10443  ratliff  1
10444  ratnal  1
10445  ratnalaswami  1
10446  rattl  8
10447  raucou  4
10448  ravag  10
10449  raven  2
10450  ravenel  1
10451  ravin  5
10452  raw  2
10453  rawalpindi  1
10454  ray  11
10455  raymond  4
10456  raznatov  1
10457  razor  2
10458  razorthin  1
10459  razzano  4
10460  rcalif  1
10461  rdr  5
10462  reach  167
10463  reachabl  4
10464  react  9
10465  reaction  17
10466  reactionari  1
10467  reactor  5
10468  read  45
10469  reader  2
10470  readi  58
10471  reaffirm  4
10472  reagan  9
10473  real  74
10474  realist  4
10475  realiti  18
10476  realiz  32
10477  realli  105
10478  reappear  2
10479  rear  35
10480  rearrest  1
10481  reason  100
10482  reassert  2
10483  reassess  1
10484  reassum  1
10485  reassur  6
10486  rebecca  1
10487  rebel  14
10488  rebelli  1
10489  rebellion  6
10490  rebirth  1
10491  rebound  7
10492  rebroadcast  2
10493  rebuf  1
10494  rebuff  1
10495  rebuild  23
10496  rebuilt  1
10497  rebuk  3
10498  reburi  3
10499  rebutt  1
10500  recal  17
10501  recalcitr  1
10502  recant  8
10503  recap  1
10504  recaptur  6
10505  reced  4
10506  receipt  7
10507  receiv  130
10508  recent  143
10509  recept  6
10510  receptionist  1
10511  recess  1
10512  recipi  2
10513  recit  1
10514  reckon  5
10515  reclaim  5
10516  reclus  3
10517  recogn  47
10518  recognit  5
10519  recomm  1
10520  recommend  41
10521  recon  1
10522  reconcil  1
10523  reconcili  19
10524  reconnaiss  2
10525  reconsid  2
10526  reconstitut  2
10527  reconstruct  7
10528  record  83
10529  recordbreak  1
10530  recordset  2
10531  recount  16
10532  recov  130
10533  recoveri  48
10534  recreat  10
10535  recrimin  1
10536  recruit  11
10537  rectifi  1
10538  rector  1
10539  recuper  3
10540  recur  2
10541  recurr  5
10542  red  75
10543  redandwhit  1
10544  redcarpet  2
10545  reded  1
10546  redeem  2
10547  redefin  2
10548  redempt  1
10549  redesign  1
10550  redesignwo  1
10551  redey  4
10552  redford  1
10553  redhand  1
10554  redhot  1
10555  rediscov  1
10556  redistrict  1
10557  redlett  1
10558  redress  1
10559  redskin  1
10560  reduc  27
10561  reduct  2
10562  reebok  1
10563  reeca  1
10564  reeduc  2
10565  reeker  9
10566  reel  1
10567  reelect  31
10568  reemerg  3
10569  reenerg  1
10570  reengag  1
10571  reenlist  2
10572  reenter  5
10573  reestablish  1
10574  reev  1
10575  reevalu  1
10576  reexamin  3
10577  refer  59
10578  referendum  9
10579  refin  1
10580  refineri  4
10581  refit  2
10582  reflag  1
10583  reflect  36
10584  reflex  1
10585  reform  46
10586  reformmind  2
10587  refrain  3
10588  refresh  2
10589  refriger  2
10590  refuel  122
10591  refug  7
10592  refuge  7
10593  refugeeprocess  1
10594  refund  1
10595  refurbish  1
